id,name,alias,iata,icao,callsign,country,is_active
3866,"Pacificair","","GX","","","Philippines",0
3867,"Pacificair Airlines","","","PFR","PACIFIC WEST","United States",0
3868,"Package Express","","","RCY","RACE CITY","United States",0
3869,"Paisajes Espanoles","","","PAE","PAISAJES","Spain",0
3870,"Pak West Airlines","","","PKW","PLATINUM WEST","United States",0
3871,"Pakistan International Airlines","PIA Pakistan International","PK","PIA","PAKISTAN","Pakistan",1
3872,"Pakker Avio","","","PKR","PAKKER AVIO","Estonia",0
3873,"Pal Aerolineas","","","LPA","LINEASPAL","Mexico",0
3874,"Palau Asia Pacific Airlines","","","PPC","PALAU ASIAPAC","Palau",0
3875,"Palau Trans Pacific Airline","","GP","PTP","TRANS PACIFIC","Palau",0
3876,"Palestinian Airlines","","PF","PNW","PALESTINIAN","Egypt",0
3877,"Palmer Aviation","","","JSP","PALMER","United Kingdom",0
3878,"Pamir Airways","","NR","PIR","PAMIR","Afghanistan",0
3879,"Pan African Air Services","","","PFN","PANAFRICAN","Sierra Leone",0
3880,"Pan African Airways","","","ODM","","Kenya",0
3881,"Pan Air","","","PAX","PANNEX","United States",0
3882,"Pan Am Weather Systems","","","XPA","","United States",0
3883,"Pan Am World Airways","","","PWD","","Dominican Republic",0
3885,"Pan American Airways","","PA","PAA","","United States",0
3886,"Pan American World Airways","","PA","PAA","CLIPPER","United States",0
3887,"Pan Europeenne Air Service","","","PEA","","France",0
3888,"Pan Havacilik Ve Ticaret","","","PHT","PANANK","Turkey",0
3889,"Pan Malaysian Air Transport","","","PMA","PAN MALAYSIA","Malaysia",0
3890,"Pan-Air","","","PNC","PANAIRSA","Mexico",0
3891,"Panafrican Airways","","PQ","PNF","PANWAYS","Ivory Coast",0
3892,"Panagra Airways","","","PGI","PANAGRA","United States",0
3893,"Panamedia","","","PEI","PANAMEDIA","Spain",0
3894,"Panavia","","","PVI","","Panama",0
3895,"Panh","","","PNH","KUBAN LIK","Russia",0
3896,"Pannon Air Service","","","PHU","PANNON","Hungary",0
3897,"Panorama","","","PNM","PANORAMA","Spain",0
3898,"Panorama Air Tour","","","PAH","LANI","United States",0
3899,"Panorama Flight Service","","","AFD","AIRFED","United States",0
3900,"Pantanal Linhas Aéreas","","P8","PTN","PANTANAL","Brazil",0
3901,"Papair Terminal","","","HMP","PAPAIR TERMINAL","Haiti",0
3902,"Paradise Airways","","","PAI","SEA RAY","United States",0
3903,"Paradise Island Airways","","","PDI","PARADISE ISLAND","United States",0
3904,"Paragon Air Express","","","PGX","PARAGON EXPRESS","United States",0
3905,"Paragon Global Flight Support","","","PGF","","United Kingdom",0
3906,"Paramount Airlines","","","PRR","PARAMOUNT","Sierra Leone",0
3907,"Paramount Airways","","I7","PMW","PARAWAY","India",1
3908,"Parcel Express","","","APE","AIR PARCEL","United States",0
3909,"Pariz Air","","","IRE","PARIZAIR","Iran",0
3910,"Pars Aviation Service","","","PRA","PARSAVIA","Iran",0
3911,"Parsa","","","PST","TURISMO REGIONAL","Panama",0
3912,"Parsons Airways Northern","","","FAP","","Canada",0
3913,"Pascan Aviation","","","PSC","PASCAN","Canada",0
3914,"Passaredo Transportes Aereos","","","PTB","PASSAREDO","Brazil",1
3915,"Patria Cargas Aereas","","","PTC","PATRIA","Argentina",0
3916,"Patriot Aviation Limited","","","BYT","BYTE","United Kingdom",0
3917,"Patterson Aviation Company","","","ETL","ENTEL","United States",0
3918,"Pawan Hans","","","PHE","PAWAN HANS","India",0
3919,"Payam Air","","","IRP","PAYAMAIR","Iran",0
3920,"Peach Air","","","KGC","GOLDCREST","United Kingdom",0
3921,"Pearl Air","","","PRL","PEARL LINE","Pakistan",0
3922,"Pearl Air Services","","","PBY","PEARL SERVICES","Uganda",0
3923,"Pearl Airways","","HP","HPA","PEARL AIRWAYS","Haiti",0
3924,"Peau Vava%Gʻ%@u","","","PVU","PEAU","Tonga",0
3925,"Pecotox Air","","","PXA","PECOTOX","Moldova",0
3926,"Pegasus Airlines","","PC","PGT","SUNTURK","Turkey",1
3927,"Pegasus Aviation","","","PEV","PEGAVIATION","Greece",0
3928,"Pegasus Hava Tasimaciligi","","1I","","","Turkey",0
3929,"Pegasus Helicopters","","","HAK","HELIFALCON","Norway",0
3930,"Pelican Air Services","","","PDF","PELICAN AIRWAYS","South Africa",0
3931,"Pelican Express","","","PEX","PELICAN EXPRESS","United States",0
3932,"Pelita Air Service","","","PAS","PELITA","Indonesia",0
3933,"Pem-Air","","","PEM","PEM-AIR","Canada",0
3934,"Pen-Avia","","","PDY","PENDLEY","United Kingdom",0
3935,"Peninsula Airways","","KS","PEN","PENINSULA","United States",1
3936,"Peninter Aerea","","","PNE","PENINTER","Mexico",0
3937,"Penya De L'Aire","","","PCA","PENA DEL AIRE","Spain",0
3938,"Peran","","","CVT","CVETA","Kazakhstan",0
3939,"Perforadora Central","","","PCC","PERFORADORA CENTRAL","Mexico",0
3940,"Perimeter Aviation","","","PAG","PERIMETER","Canada",0
3941,"Perm Airlines","","P9","PGP","PERM AIR","Russia",0
3942,"Personas Y Pasquetes Por Air","","","PPQ","PERSONSPAQ","Mexico",0
3943,"Peruvian Air Force","","","FPR","","Peru",0
3944,"Peruvian Navy","","","INP","","Peru",0
3945,"Petroleos Mexicanos","","","PMX","PEMEX","Mexico",0
3946,"Petroleum Helicopters","","","PHM","PETROLEUM","United States",0
3947,"Petroleum Helicopters de Colombia","","","PHC","HELICOPTERS","Colombia",0
3948,"Petropavlovsk-Kamchatsk Air Enterprise","","","PTK","PETROKAM","Russia",0
3949,"Petty Transport","","","PTY","PETTY","United States",0
3950,"Phenix Aviation","","","PHV","NEW BIRD","France",0
3951,"Phetchabun Airline","","","PMY","PHETCHABUN AIR","Thailand",0
3952,"Philippine Airlines","","PR","PAL","PHILIPPINE","Philippines",1
3953,"Philips Aviation Services","","","PHI","PHILAIR","Netherlands",0
3954,"Phillips Air","","","BCH","BEACHBALL","United States",0
3955,"Phillips Alaska","","","PDD","PADA","United States",0
3956,"Phillips Michigan City Flying Service","","","PHL","PHILLIPS","United States",0
3957,"Phoebus Apollo Aviation","","","PHB","PHOEBUS","South Africa",0
3958,"Phoebus Apolloa Zambia","","","KZM","CARZAM","Zambia",0
3959,"Phoenix Air Group","","","PHA","GRAY BIRD","United States",0
3960,"Phoenix Air Lines","","","PHN","PHOENIX BRASIL","Brazil",0
3961,"Phoenix Air Service","","","PAM","PHOENIX","Germany",0
3962,"Phoenix Air Transport","","","PPG","PAPAGO","United States",0
3963,"Phoenix Airline Services","","","WDY","WINDYCITY","United States",0
3964,"Phoenix Airways","","HP","","","Switzerland",0
3965,"Phoenix Avia","","","PHY","PHOENIX ARMENIA","Armenia",0
3966,"Phoenix Aviation","","","PHG","PHOENIX GROUP","Kyrgyzstan",0
3967,"Phoenix Flight Operations","","","XPX","","United States",0
3968,"Phuket Air","","9R","VAP","PHUKET AIR","Thailand",0
3969,"Piedmont Airlines (1948-1989)","","PI","PDT","PIEDMONT","United States",1
3970,"Pilatus Flugzeugwerke","","","PCH","PILATUS WINGS","Switzerland",0
3971,"Pilatus PC-12 Center De Mexico","","","PLU","PILATUS MEXICO","Mexico",0
3972,"Pimichikamac Air","","","MKS","MIKISEW","Canada",0
3973,"Pineapple Air","","","PNP","PINEAPPLE AIR","Bahamas",0
3974,"Pinframat","","","PIM","PINFRAMAT","Angola",0
3975,"Pinnacle Air Group","","","PCL","PINNACLE GROUP","United States",0
3976,"Pinnacle Airlines","","9E","FLG","FLAGSHIP","United States",1
3977,"Pioneer Airlines","","","PIO","PIONEER","United States",0
3978,"Pioneers Limited","","","PER","","Pakistan",0
3979,"Pirinair Express","","","PRN","PRINAIR EXPRESS","Spain",0
3980,"Planar","","","PLN","PLANAR","Angola",0
3981,"Planemaster Services","","","PMS","PLANEMASTER","United States",0
3982,"Planet Airways","","","PLZ","PLANET","United States",0
3983,"Players Air","","","PYZ","PLAYERS AIR","United States",0
3984,"Ploizeihubschrauberstaffel Hamburg","","","LIB","LIBELLE","Germany",0
3985,"Plymouth School of Flying","","","PSF","LIZARD","United Kingdom",0
3986,"Pocono Air Lines","","","POC","POCONO","United States",0
3987,"Podilia-Avia","","","PDA","PODILIA","Ukraine",0
3988,"Point Afrique Niger","","","PAZ","POINTAIR NIGER","Niger",0
3989,"Point Airlines","","","RMI","POINT AIRLINE","Nigeria",0
3990,"Pointair Burkina","","","PAW","POINTAIR BURKINA","Burkina Faso",0
3991,"Points of Call Airlines","","","PTS","POINTSCALL","Canada",0
3992,"Polar Air Cargo","","PO","PAC","POLAR","United States",0
3993,"Polar Airlines de Mexico","","","PMO","POLAR MEXICO","Mexico",0
3994,"Polestar Aviation","","","PSR","POLESTAR","United Kingdom",0
3995,"Polet","","","POT","POLET","Russia",1
3996,"Police Aux Frontiers","","","POF","AIRPOL","France",0
3997,"Police Aviation Services","","","PLC","SPECIAL","United Kingdom",0
3998,"Polish Air Force","","","PLF","POLISH AIRFORCE","Poland",0
3999,"Polish Navy","","","PNY","POLISH NAVY","Poland",0
4000,"Polizeifliegerstaffel Nordrhein-Westfalen","","","NRW","HUMMEL","Germany",0
4001,"Polizeihibschrauberstaffel Neidersachsen","","","PPH","POLICE PHOENIX","Germany",0
4002,"Polizeihuberschrauberstaffel Sachsen-Anhalt","","","PIK","POLICE IKARUS","Germany",0
4003,"Polizeihubschrafterstaffel Rheinland-Pfalz","","","SRP","SPERBER","Germany",0
4004,"Polizeihubschrauberstaffel Baden-Wurtemberg","","","PBW","BUSSARD","Germany",0
4005,"Polizeihubschrauberstaffel Bayern","","","EDL","POLICE EDELWEISS","Germany",0
4006,"Polizeihubschrauberstaffel Brandenburg","","","PBB","ADEBAR","Germany",0
4007,"Polizeihubschrauberstaffel Hessen","","","PHH","IBIS","Germany",0
4008,"Polizeihubschrauberstaffel Mecklenburg-Vorpommern","","","PMV","POLICE MERLIN","Germany",0
4009,"Polizeihubschrauberstaffel Sachsen","","","PHS","PASSAT","Germany",0
4010,"Polizeihubschrauberstaffel Thuringen","","","HBT","HABICHT","Germany",0
4011,"Polo Aviation","","","CUK","CHUKKA","United Kingdom",0
4012,"Polynesian Air-Ways","","","PLA","POLYAIR","United States",0
4013,"Polynesian Airlines","","PH","PAO","POLYNESIAN","Samoa",1
4014,"Polynesian Blue","","DJ","PLB","POLYBLUE","New Zealand",0
4015,"Polyot Sirena","","1U","","","Russia",0
4016,"Pond Air Express","","","PND","POND AIR","United States",0
4017,"Pont International Airline Services","","","PSI","PONT","Suriname",0
4018,"Pool Aviation","","","PLX","POOLEX","United Kingdom",0
4019,"Port Townsend Airways","","","PTQ","TOWNSEND","United States",0
4020,"Porteadora De Cosola","","","POR","PORTEADORA","Mexico",0
4021,"Porter Airlines","","PD","POE","PORTER AIR","Canada",1
4022,"Portugalia","","NI","PGA","PORTUGALIA","Portugal",1
4023,"Portuguese Air Force","","","AFP","PORTUGUESE AIR FORCE","Portugal",0
4024,"Portuguese Army","","","POA","PORTUGUESE ARMY","Portugal",0
4025,"Portuguese Navy","","","PON","PORTUGUESE NAVY","Portugal",0
4026,"Potomac Air","","BK","PDC","DISTRICT","United States",1
4027,"Potosina Del Aire","","","PSN","POTOSINA","Mexico",0
4028,"Powell Air","","","PWL","POWELL AIR","Canada",0
4029,"Prairie Flying Service","","","PFS","PRAIRIE","United States",0
4030,"Pratt and Whitney Canada","","","PWC","PRATT","Canada",0
4031,"Precision Air","","PW","PRF","PRECISION AIR","Tanzania",1
4032,"Precision Airlines","","","PRE","PRECISION","United States",0
4033,"Premiair","","","BAT","BALLISTIC","Luxembourg",0
4034,"Premiair Aviation Services","","","PGL","PREMIERE","United Kingdom",0
4035,"Premiair Fliyng Club","","","PME","ADUR","United Kingdom",0
4036,"Premium Air Shuttle","","","EMI","BLUE SHUTTLE","Nigeria",0
4037,"Premium Aviation","","","PMU","PREMIUM","Germany",0
4038,"Presidence Du Faso","","","BFA","","Burkina Faso",0
4039,"Presidencia de La Republica de Guinea Ecuatorial","","","ONM","","Equatorial Guinea",0
4040,"President Airlines","null","TO","PSD","","Cambodia",0
4041,"Presidential Aviation","","","PRD","PRESIDENTIAL","United States",0
4042,"Priester Aviation","","","PWA","PRIESTER","United States",0
4043,"Primair","","","PMM","PRIMAVIA","Russia",0
4044,"Primaris Airlines","","FE","WCP","WHITECAP","United States",0
4045,"Primas Courier","","","PMC","PRIMAC","United States",0
4046,"Primavia Limited","","","CRY","CARRIERS","United Kingdom",0
4047,"Prime Air","","","PRM","PRIME AIR","United States",0
4048,"Prime Aviation","","","PKZ","PRAVI","Kazakhstan",0
4049,"Prince Edward Air","","","CME","COMET","Canada",0
4050,"Princely Jets","","","PJP","PRINCELY JETS","Pakistan",0
4051,"Princess Air","","8Q","","","",0
4052,"Princeton Aviation Corporation","","","PCN","PRINCETON","United States",0
4053,"Priority Air Charter","","","PRY","PRIORITY AIR","United States",0
4054,"Priority Air Transport","","","PAT","PAT","United States",0
4055,"Priority Aviation Company","","","BCK","BANKCHECK","United States",0
4056,"Privatair","","","PTI","PRIVATAIR","Switzerland",1
4057,"Private Jet Expeditions","","","PJE","PEE JAY","United States",0
4058,"Private Jet Management","","","PJA","PRIVATE FLIGHT","United States",0
4059,"Private Wings Flugcharter","","8W","PWF","PRIVATE WINGS","Germany",0
4060,"Privilege Style L","","","PVG","PRIVILEGE","Spain",0
4061,"Pro Air","","","PRH","PROHAWK","United States",0
4062,"Pro Air Service","","","PSZ","POP-AIR","United States",0
4063,"Probiz Guinee","","","GIY","PROBIZ","Guinea",0
4064,"Professional Express Courier Service","","","PAD","AIR PROFESSIONAL","United States",0
4065,"Professione VOlare","","","PVL","VOLARE","Italy",0
4066,"Proflight Commuter Services","","P0","","","Zambia",1
4067,"Promotora Industria Totolapa","","","PTT","TOTOLAPA","Mexico",0
4068,"Propair","","","PRO","PROPAIR","Canada",0
4069,"Propflight Air Services","","","PFZ","PROFLIGHT-ZAMBIA","Zambia",0
4070,"Propheter Aviation","","","PPA","AIR PROP","United States",0
4071,"Proteus Helicopteres","","","PTH","PROTEUS","France",0
4072,"Providence Airline","","","PTL","PLANTATION","United States",0
4073,"Providence Aviation Services","","","AWD","","Pakistan",0
4074,"Provincial Airlines","","","SPR","SPEEDAIR","Canada",0
4075,"Provincial Express","","","PRV","PROVINCIAL","Canada",0
4076,"Pskovavia","","","PSW","PSKOVAVIA","Russia",0
4077,"Psudiklat Perhubungan Udara/PLP","","","UDA","UDARA","Indonesia",0
4078,"Ptarmigan Airways","","","PTA","PTARMIGAN","Canada",0
4079,"Publiservicios Aereos","","","PSP","PUBLISERVICIOS","Mexico",0
4080,"Publivoo","","","PUV","PUBLIVOO","Portugal",0
4081,"Puerto Rico National Guard","","","PNG","","United States",0
4082,"Puerto Vallarta Taxi Aereo","","","TXV","TAXIVALLARTA","Mexico",0
4083,"Pulkovo Aircraft Services","","","PGH","","Russia",0
4084,"Puma Linhas Aereas","","","PLY","PUMA BRASIL","Brazil",0
4085,"Puntavia Air Services","","","PTV","PUNTAVIA","Djibouti",0
4086,"Punto Fa","","","MGO","MANGO","Spain",0
4087,"Pyramid Air Lines","","","PYR","PYAIR","Egypt",0
4088,"Qanot Sharq","","","QNT","QANAT SHARQ","Uzbekistan",0
4089,"Qantas","Qantas Airways","QF","QFA","QANTAS","Australia",1
4090,"Qatar Air Cargo","","","QAC","QATAR CARGO","Qatar",0
4091,"Qatar Airways","","QR","QTR","QATARI","Qatar",1
4092,"Qatar Amiri Flight","","","QAF","AMIRI","Qatar",0
4093,"Qeshm Air","","","IRQ","QESHM AIR","Iran",0
4094,"Quantex Environmental","","","QTX","AIR QUANTEX","Canada",0
4095,"Quebec Government Air Service","","","QUE","QUEBEC","Canada",0
4096,"Queen Air","","","QNA","QUEEN AIR","Dominican Republic",0
4097,"Quest Diagnostics","","","LBQ","LABQUEST","United States",0
4098,"Quick Air Jet Charter","","","QAJ","DAGOBERT","Germany",0
4099,"Quick Airways Holland","","","QAH","QUICK","Netherlands",0
4100,"Quisqueya Airlines","","","QAS","QUISQUEYA","Haiti",0
4101,"Qurinea Air Service","","","QAQ","QURINEA AIR","Libya",0
4102,"Qwest Commuter Corporation","","","QCC","QWEST AIR","United States",0
4103,"Qwestair","","","QWA","","Australia",0
4104,"Qwila Air","","","QWL","Q-CHARTER","South Africa",0
4105,"RA Jet Aeroservicios","","","RJT","RA JET","Mexico",0
4106,"RACSA","","R6","","","Guatemala",1
4107,"RAF Barkston Heath","","","BKH","","United Kingdom",0
4108,"Church Fenton Flying Training Unit","","","CFN","CHURCH FENTON","United Kingdom",0
4109,"Coltishall Flying Training Unit","","","COH","COLT","United Kingdom",0
4110,"Coningsby Flying Training Unit","","","CBY","TYPHOON","United Kingdom",0
4111,"Cottesmore Flying Training Unit","","","COT","COTTESMORE","United Kingdom",0
4112,"Cranwell Flying Training Unit","","","CWL","CRANWELL","United Kingdom",0
4113,"Kinloss Flying Training Unit","","","KIN","KINLOSS","United Kingdom",1
4114,"Leeming Flying Training Unit","","","LEE","JAVELIN","United Kingdom",0
4115,"RAF Leuchars","","","LCS","LEUCHARS","United Kingdom",0
4116,"Linton-on-Ouse Flying Training Unit","","","LOP","LINTON ON OUSE","United Kingdom",0
4117,"Lossiemouth Flying Training Unit","","","LOS","LOSSIE","United Kingdom",0
4118,"Marham Flying Training Unit","","","MRH","MARHAM","United Kingdom",0
4119,"Northwood Headquarters (RAF","","","NWO","","United Kingdom",0
4120,"RAF Scampton","","","SMZ","SCAMPTON","United Kingdom",0
4121,"RAF St Athan","","","STN","SAINT ATHAN","UNited Kingdom",0
4122,"RAF St Mawgan Search and Rescue","","","SMG","","United Kingdom",0
4123,"RAF Topcliffe Flying Training Unit","","","TOF","TOPCLIFFE","United Kingdom",0
4124,"RAF Valley Flying Training Unit","","","VYT","ANGLESEY","United Kingdom",0
4125,"RAF Valley SAR Training Unit","","","VLL","","United Kingdom",0
4126,"Waddington FTU","","","WAD","VULCAN","United Kingdom",0
4127,"Wittering FTU","","","WIT","STRIKER","United Kingdom",0
4128,"RAF-Avia","","","MTL","MITAVIA","Latvia",0
4129,"RAK Airways","","","RKM","RAKAIR","United Arab Emirates",0
4130,"RWL Luftfahrtgesellschaft","","","RWL","RHEINTRAINER","Germany",0
4131,"Rabbit-Air","","","RBB","RABBIT","Switzerland",0
4132,"Race Cargo Airlines","","","ACE","Fastcargo","Ghana",0
4133,"Rader Aviation","","","GBR","GREENBRIER AIR","United States",0
4134,"Radixx Solutions International","","1D","","","United States",0
4135,"Raji Airlines","","","RAJ","RAJI","Pakistan",0
4136,"Raleigh Flying Service","","","RFA","RALEIGH SERVICE","United States",0
4137,"Ram Air Freight","","","REX","RAM EXPRESS","United States",0
4138,"Ram Aircraft Corporation","","","RMT","RAM FLIGHT","United States",0
4139,"Ramp 66","","","PPK","PELICAN","United States",0
4140,"Rangemile Limited","","","RGM","RANGEMILE","United Kingdom",0
4141,"Raslan Air Service","","","MWR","RASLAN","Egypt",0
4142,"Rath Aviaton","","","RAQ","RATH AVIATION","Austria",0
4143,"Ratkhan Air","","","CSM","LORRY","Kazakhstan",0
4144,"Raven Air","","","RVR","RAVEN","United Kingdom",0
4145,"Raven Air","","","RVN","RAVEN U-S","United States",0
4146,"Ray Aviation","","","REI","RAY AVIATION","Israel",0
4147,"Raya Jet","","","RYT","","Jordan",0
4148,"Raytheon Aircraft Company","","","RTN","RAYTHEON","United States",0
4149,"Raytheon Corporate Jets","","","RCJ","NEWPIN","United Kingdom",0
4150,"Raytheon Travel Air","","","KSS","KANSAS","United States",0
4151,"Real Aero Club De Baleares","","","RCB","BALEARES","Spain",0
4152,"Real Aero Club de Reus-Costa Dorado","","","CDT","AEROREUS","Spain",0
4153,"Real Aeroclub De Ternerife","","","RCD","AEROCLUB","Spain",0
4154,"Real Aviation","","","RLV","REAL","Ghana",0
4155,"Rebus","","","REB","REBUS","Bulgaria",0
4156,"Red Aviation","","","PSH","PASSION","United Kingdom",0
4157,"Red Baron Aviation","","","RBN","RED BARON","United States",0
